destination_id,destination_name,state_ut,region,category,famous_for,nearby_cities,local_language,pin_code,nearest_airport,avg_monthly_visitors,peak_season,off_season,visitor_growth_rate_pct,avg_length_of_stay_days,booking_rate_pct,domestic_visitors_pct,international_visitors_pct,repeat_visitors_pct,entry_fee_inr,safety_rating_1_5,travel_difficulty,accessibility_by_road,accessibility_by_rail,emergency_services_available,hotel_count,avg_hotel_cost_inr,restaurant_count,public_transport_available,internet_connectivity_1_5,avg_temperature_c,rainfall_mm,pollution_index_1_10,cleanliness_rating_1_10,eco_tourism_score_1_10,popular_festival,top_local_cuisine,cultural_heritage_index_1_100,adventure_activities,recommended_stay_days,tourism_development_fund_inr,tour_guide_availability,women_traveler_safety_1_5,child_friendliness_1_5,nightlife_availability,instagram_popularity_1_100,sustainability_rating_1_5,smart_tourism_features,local_crafts_shopping,most_visited_month
DST1922,Place_922,Assam,East,Wildlife,Wildlife,Chennai,Hindi,901431,Indira Gandhi International Airport,17990,Monsoon,Monsoon,6.79,10,41.48,86.77,31.45,36.26,259,5,Difficult,false,true,false,91,2671,56,false,3,24.1,2117.6,2,1,7,Eid,Chole Bhature,46,true,2,25922012,true,1,4,false,16,3,false,true,October
DST1923,Place_923,Goa,East,Wildlife,Wildlife,Jaipur,Tamil,351775,Kempegowda International Airport,14336,Winter,Monsoon,8.82,9,41.23,88.13,26.95,13.25,284,2,Difficult,true,true,false,98,3771,139,true,5,21.7,1456.8,8,1,2,Eid,Biryani,17,false,7,14563250,false,2,5,false,51,1,false,true,August
DST1924,Place_924,Himachal Pradesh,Central,Wildlife,Culture,Jaipur,Hindi,368520,Kempegowda International Airport,36344,Winter,Winter,10.99,6,46.98,89.22,23.49,52.52,72,2,Easy,false,false,false,98,6399,99,false,5,30,815.7,6,1,7,Eid,Chole Bhature,49,false,3,15342834,true,4,3,false,99,5,true,true,May
DST1925,Place_925,Tamil Nadu,Northeast,Heritage,Food,Guwahati,Malayalam,413817,Chennai International Airport,23953,Monsoon,Monsoon,1.42,13,45.5,89.65,17.07,33.01,78,3,Difficult,true,true,false,75,5858,75,true,2,36.6,1287,10,2,4,Onam,Momos,18,false,4,32482512,false,1,3,false,30,3,false,true,January
DST1926,Place_926,Goa,Central,Hill Station,Wildlife,Mumbai,Bengali,889908,Chhatrapati Shivaji Maharaj International Airport,6051,Monsoon,Monsoon,5.07,12,77.4,74.44,32.44,18.92,43,4,Difficult,false,false,false,84,4042,185,false,1,30,518.2,4,4,7,Diwali,Idli,87,true,7,6557920,false,5,5,false,57,3,false,false,March
DST1927,Place_927,Assam,North,Heritage,Food,Chennai,Marathi,348465,Jaipur International Airport,11068,Winter,Monsoon,9.52,13,54.74,91.12,11.64,18.09,232,3,Moderate,false,true,false,47,1693,185,false,2,27.7,910.7,3,6,3,Eid,Momos,69,true,3,41122145,true,5,5,true,69,1,true,false,August
DST1928,Place_928,Goa,West,Wildlife,Scenery,Jaipur,Tamil,956334,Pune Airport,17967,Winter,Summer,6,14,72.63,85.19,6.28,28.05,2,3,Moderate,false,true,false,57,7352,90,false,4,14.5,1313.5,9,3,7,Holi,Vada Pav,84,true,6,5389365,false,3,2,false,91,1,true,false,October
DST1929,Place_929,Goa,East,Heritage,Scenery,Ahmedabad,Tamil,607726,Pune Airport,22773,Summer,Winter,11.85,10,42.12,89.36,29.44,38.67,442,3,Moderate,false,true,true,5,7861,27,false,2,20.5,1602.2,6,9,10,Holi,Sarson da Saag,98,false,2,27140001,true,1,3,false,26,5,false,false,December
DST1930,Place_930,Goa,West,Wildlife,Scenery,Kolkata,Tamil,977701,Kempegowda International Airport,44769,Winter,Winter,10.12,5,54.79,94.62,10.07,30.85,78,3,Difficult,true,true,true,98,8658,188,true,3,26.4,2250.8,5,3,7,Eid,Sarson da Saag,96,false,3,31770789,true,5,1,false,30,5,true,false,March
DST1931,Place_931,Kerala,Central,Urban,Wildlife,Kolkata,Tamil,833354,Indira Gandhi International Airport,32014,Summer,Winter,4.28,10,51.71,64.07,36.63,39.84,376,5,Difficult,true,false,true,65,8995,141,false,2,38,1216.3,10,4,3,Holi,Biryani,19,false,4,10537112,true,2,1,true,61,1,true,true,May
DST1932,Place_932,Kerala,Central,Hill Station,Scenery,Goa,Bengali,722619,Chhatrapati Shivaji Maharaj International Airport,9847,Summer,Summer,3.04,2,53.84,72.97,31.97,45.27,180,4,Moderate,true,true,true,38,9350,90,false,5,19.1,1682.5,3,4,6,Ganesh Chaturthi,Pav Bhaji,80,true,8,1832123,false,5,3,true,15,2,true,false,May
DST1933,Place_933,Tamil Nadu,Central,Urban,Culture,Ahmedabad,Hindi,513831,Cochin International Airport,5881,Winter,Monsoon,9.81,13,49.54,88.23,26.08,47.42,138,3,Moderate,false,false,true,65,8167,170,false,3,20.1,2857.9,3,5,9,Bihu,Dosa,86,true,6,35099249,false,5,4,true,28,4,false,true,October
DST1934,Place_934,Maharashtra,West,Beach,Culture,Mumbai,Bengali,635452,Netaji Subhas Chandra Bose International Airport,42182,Summer,Summer,7.31,12,70.9,63.02,15.99,30.05,389,5,Easy,false,false,true,65,7197,160,true,3,27.7,2473.1,6,5,7,Pongal,Vada Pav,31,true,9,11564908,false,3,5,true,75,5,true,true,August
DST1935,Place_935,Goa,Central,Heritage,Wildlife,Hyderabad,Malayalam,925748,Lokpriya Gopinath Bordoloi International Airport,8699,Summer,Winter,3.37,4,73.13,78.93,27.33,45.85,302,5,Difficult,true,false,false,99,5488,190,true,4,37,787.3,10,2,5,Eid,Kebabs,65,false,2,23058838,true,5,2,false,28,4,false,true,March
DST1936,Place_936,Himachal Pradesh,North,Beach,Food,Guwahati,Bengali,823920,Chaudhary Charan Singh International Airport,25180,Monsoon,Winter,5.57,5,47.42,90.04,21.69,17.08,6,2,Moderate,false,true,false,12,9435,22,true,4,26.3,719.1,4,6,1,Onam,Sarson da Saag,55,true,4,34637932,true,4,2,true,31,5,false,false,October
DST1937,Place_937,Maharashtra,Central,Heritage,Temples,Indore,Bengali,260631,Chhatrapati Shivaji Maharaj International Airport,49813,Winter,Winter,5.24,12,77.06,60.66,15.19,35.65,370,2,Moderate,true,false,false,58,4745,80,false,5,15.2,2021.8,4,9,8,Ganesh Chaturthi,Pav Bhaji,27,true,5,40740229,true,4,2,true,89,5,false,false,December
DST1938,Place_938,Himachal Pradesh,South,Urban,Food,Mumbai,Malayalam,425112,Raja Bhoj Airport,38891,Monsoon,Summer,2.51,11,52.5,92.88,38.08,13.63,365,1,Moderate,false,false,false,57,6835,67,false,1,12.3,1826.5,8,5,4,Ganesh Chaturthi,Chole Bhature,82,false,6,10823078,true,5,1,true,34,5,false,true,March
DST1939,Place_939,Maharashtra,West,Wildlife,Food,Kolkata,Bengali,297872,Goa International Airport,49979,Summer,Winter,8.66,2,54.15,94.24,10.67,22.21,323,5,Difficult,false,true,false,24,5839,74,false,3,36.7,1685.9,2,1,2,Eid,Biryani,95,false,6,37888484,false,5,4,true,53,5,true,false,August
DST1940,Place_940,Tamil Nadu,South,Wildlife,Food,Bhopal,Hindi,764407,Chennai International Airport,4550,Summer,Monsoon,11.69,13,81.44,71.28,31.37,39.16,212,1,Moderate,false,true,true,50,6455,113,false,5,30.1,547.1,6,9,9,Lohri,Chole Bhature,68,true,5,12782074,false,4,4,false,20,2,true,true,December
DST1941,Place_941,Goa,Central,Heritage,Food,Guwahati,Marathi,538201,Jaipur International Airport,23163,Monsoon,Summer,9.06,7,85.06,86.84,33,47.02,0,5,Moderate,false,true,true,97,8311,51,true,4,16.6,1151.6,9,7,3,Pongal,Dosa,70,false,2,42884094,true,2,2,false,85,2,true,true,December
DST1942,Place_942,Goa,North,Wildlife,Temples,Hyderabad,Malayalam,303195,Goa International Airport,44402,Monsoon,Monsoon,12.57,14,81.24,64.45,38.31,14.77,183,3,Moderate,true,true,true,35,7981,104,true,4,31.7,2302.2,3,7,6,Bihu,Rogan Josh,61,true,8,38629518,true,1,5,false,37,4,false,true,December
DST1943,Place_943,Rajasthan,East,Urban,Scenery,Mumbai,Tamil,576387,Jaipur International Airport,30675,Monsoon,Winter,2.79,5,47.39,87.05,24.23,20.35,250,3,Moderate,false,false,true,89,3949,109,true,1,31.6,2198.4,5,6,3,Durga Puja,Momos,18,true,9,23304385,false,4,5,false,75,1,true,false,January
DST1944,Place_944,Himachal Pradesh,Northeast,Wildlife,Food,Jaipur,Hindi,604316,Lokpriya Gopinath Bordoloi International Airport,45945,Summer,Winter,7.1,5,89.96,76.85,23.72,59.59,214,1,Moderate,true,true,true,30,9482,98,true,3,33.2,579,7,1,7,Holi,Momos,72,true,4,1727845,false,3,5,true,47,4,true,true,December
DST1945,Place_945,Maharashtra,Northeast,Urban,Culture,Cochin,Marathi,759230,Cochin International Airport,33934,Winter,Summer,9.53,2,73.61,90.11,37.21,26.88,76,3,Easy,false,true,true,99,6736,118,false,3,36.8,1337.9,1,7,2,Eid,Biryani,73,false,7,21484952,true,4,2,true,85,2,false,false,December
DST1946,Place_946,Maharashtra,Central,Beach,Wildlife,Hyderabad,Hindi,658382,Devi Ahilya Bai Holkar Airport,27592,Summer,Monsoon,10.46,6,65.53,67.44,33.04,24.2,42,3,Moderate,true,true,true,67,9322,123,true,5,14.6,1383.9,8,4,4,Eid,Sarson da Saag,23,false,6,34903595,false,1,5,true,34,2,false,true,March
DST1947,Place_947,Kerala,North,Urban,Wildlife,Cochin,Hindi,417473,Rajiv Gandhi International Airport,42077,Monsoon,Summer,10.74,10,87.74,83.54,31.73,14.26,411,2,Easy,true,true,true,24,6396,49,false,1,38.7,1574.9,6,5,10,Onam,Dosa,85,false,3,17699207,false,4,3,true,11,3,false,true,May
DST1948,Place_948,Rajasthan,West,Hill Station,Culture,Kolkata,Tamil,764577,Sardar Vallabhbhai Patel International Airport,24039,Winter,Monsoon,11.21,7,80.87,87.51,32.62,44.74,156,3,Difficult,true,true,false,26,2414,103,false,2,40,1437.4,4,7,9,Durga Puja,Biryani,26,true,7,6451323,false,1,2,false,42,3,true,false,December
DST1949,Place_949,Assam,South,Hill Station,Food,Guwahati,Marathi,445282,Raja Bhoj Airport,43769,Monsoon,Winter,10.12,9,74.59,67.09,22.26,35.41,17,2,Difficult,false,false,true,61,9093,111,true,5,10.4,1555,6,3,8,Onam,Momos,26,false,7,40545418,false,2,4,true,22,5,true,true,March
DST1950,Place_950,Assam,South,Hill Station,Temples,Ahmedabad,Hindi,166141,Goa International Airport,24726,Summer,Summer,2.32,12,81.92,88.64,6.45,17.88,342,4,Difficult,true,false,false,61,7070,30,true,3,12.7,2458.1,2,2,8,Eid,Dosa,60,true,2,21922908,true,2,1,true,65,3,true,false,December
DST1951,Place_951,Kerala,South,Heritage,Scenery,Pune,Tamil,253415,Sardar Vallabhbhai Patel International Airport,35974,Winter,Summer,10.73,5,59.27,93.53,11.94,41.64,219,5,Difficult,true,true,false,30,4928,92,true,5,23,1229.5,4,1,8,Diwali,Sarson da Saag,65,false,9,46945924,true,5,3,true,61,1,true,true,March
DST1952,Place_952,Kerala,West,Heritage,Wildlife,Cochin,Malayalam,752595,Rajiv Gandhi International Airport,35018,Winter,Monsoon,11.15,10,74.22,81.56,27.5,36.29,72,2,Difficult,false,true,false,21,7210,170,false,5,11,1700.9,8,8,7,Diwali,Sarson da Saag,33,true,8,22870244,false,2,1,false,54,4,false,true,May
DST1953,Place_953,Kerala,Northeast,Heritage,Scenery,Guwahati,Tamil,806182,Chennai International Airport,5558,Summer,Winter,14.91,8,49.53,87.47,18.87,38.25,189,2,Moderate,true,false,true,93,6865,120,true,5,32,1859.6,4,8,6,Bihu,Pav Bhaji,86,true,2,26965139,false,4,3,false,59,4,false,true,May
DST1954,Place_954,Himachal Pradesh,North,Urban,Temples,Goa,Bengali,602009,Goa International Airport,33174,Monsoon,Winter,10.71,8,89.4,78.64,26.24,59.74,362,2,Moderate,false,true,true,31,9584,51,true,5,29.5,2832.7,5,7,8,Eid,Sarson da Saag,45,false,4,46077259,true,3,2,false,68,2,true,true,March
DST1955,Place_955,Himachal Pradesh,West,Heritage,Wildlife,Jaipur,Tamil,525305,Jaipur International Airport,31405,Monsoon,Monsoon,10.62,9,69.45,80.93,24.31,11.43,261,5,Difficult,true,false,true,71,5072,46,false,3,33.3,1998.7,2,10,7,Onam,Chole Bhature,71,true,5,21132862,false,4,4,false,73,4,false,true,March
DST1956,Place_956,Tamil Nadu,South,Beach,Scenery,Jaipur,Tamil,546811,Sardar Vallabhbhai Patel International Airport,43631,Monsoon,Monsoon,8.21,3,80.71,60.47,20.35,55.75,143,5,Moderate,true,false,true,60,3084,138,false,1,40,479,3,9,1,Holi,Idli,27,false,6,16991124,true,2,3,false,97,1,true,true,March
DST1957,Place_957,Tamil Nadu,Central,Hill Station,Temples,Pune,Tamil,445341,Sardar Vallabhbhai Patel International Airport,3151,Summer,Monsoon,13.15,13,60.37,78.35,13.22,52.09,484,5,Easy,true,false,true,28,9788,86,true,1,38,1789.1,3,10,6,Durga Puja,Chole Bhature,64,true,8,46254308,false,3,2,false,93,3,false,false,August
DST1958,Place_958,Kerala,East,Urban,Scenery,Lucknow,Hindi,968750,Chaudhary Charan Singh International Airport,38845,Monsoon,Monsoon,14.96,7,77.93,80.14,30.16,30.77,128,3,Easy,false,false,true,29,5987,163,true,4,19,2019.6,2,1,8,Navratri,Vada Pav,51,true,7,26102009,false,2,4,true,93,3,false,false,May
DST1959,Place_959,Rajasthan,West,Hill Station,Food,Goa,Marathi,261101,Sardar Vallabhbhai Patel International Airport,16552,Winter,Monsoon,11.91,8,59.37,83.45,36.82,54.05,277,2,Moderate,true,true,false,14,4197,122,false,4,21.9,127.6,8,3,5,Bihu,Kebabs,74,true,6,9792630,false,1,1,false,56,1,true,true,December
DST1960,Place_960,Maharashtra,West,Heritage,Temples,Indore,Tamil,703311,Devi Ahilya Bai Holkar Airport,36065,Monsoon,Winter,9.58,4,69.5,65.93,31.95,42.43,301,5,Difficult,true,true,true,40,8664,48,true,2,33.3,318.4,3,5,6,Holi,Dosa,23,true,8,19072945,true,4,3,false,21,3,false,true,October
DST1961,Place_961,Himachal Pradesh,North,Urban,Scenery,Cochin,Tamil,544540,Jaipur International Airport,42996,Monsoon,Winter,2.11,9,78.91,68.45,9.2,54.47,189,4,Difficult,false,true,true,86,8624,56,false,1,21.6,155.1,1,2,2,Lohri,Sarson da Saag,19,true,3,25274452,false,3,2,true,54,5,false,false,May
DST1962,Place_962,Rajasthan,North,Wildlife,Food,Cochin,Bengali,938394,Chennai International Airport,3614,Winter,Summer,11.17,2,45.82,86.46,23.83,39.74,150,5,Easy,false,true,true,49,2029,65,false,5,31,239.9,2,7,2,Holi,Kebabs,14,false,9,18358049,true,5,3,true,46,4,true,true,August
DST1963,Place_963,Goa,West,Beach,Food,Indore,Bengali,475181,Netaji Subhas Chandra Bose International Airport,35647,Winter,Winter,10.92,2,57.84,65.87,34.24,20.81,404,1,Moderate,false,true,true,21,1848,119,false,4,37.6,360,8,6,2,Diwali,Rogan Josh,31,true,3,1782196,true,3,5,true,17,3,false,true,March
DST1964,Place_964,Himachal Pradesh,South,Heritage,Temples,Bhopal,Malayalam,794402,Kempegowda International Airport,1620,Monsoon,Monsoon,11.86,11,67.25,74.56,25.68,38.81,306,1,Easy,false,false,true,82,3997,195,false,5,22.2,2877.7,1,10,6,Pongal,Biryani,46,true,3,10307486,true,3,3,true,40,4,false,false,December
DST1965,Place_965,Himachal Pradesh,East,Heritage,Culture,Bengaluru,Malayalam,711889,Chhatrapati Shivaji Maharaj International Airport,24082,Winter,Winter,2.74,4,56.7,68.77,20.38,18.95,383,2,Moderate,false,false,true,62,6484,165,false,2,26.8,699.5,1,2,5,Eid,Rogan Josh,42,false,3,11587970,true,3,4,true,38,1,false,false,March
DST1966,Place_966,Tamil Nadu,North,Beach,Wildlife,Cochin,Bengali,569596,Goa International Airport,22891,Summer,Winter,10.15,7,55.46,79.08,14.96,17.04,94,2,Difficult,false,true,false,87,7800,194,true,1,35.2,693.2,1,8,6,Ganesh Chaturthi,Sarson da Saag,19,false,4,31430394,false,5,5,true,27,3,false,false,August
DST1967,Place_967,Maharashtra,South,Beach,Temples,Delhi,Marathi,184859,Cochin International Airport,42030,Winter,Winter,5.14,8,54.08,94.54,16.56,42.7,37,2,Easy,false,false,true,86,2025,80,true,3,24.3,2586.5,10,3,6,Pongal,Dosa,73,true,4,3226300,false,3,4,false,65,5,false,true,January
DST1968,Place_968,Maharashtra,Central,Wildlife,Food,Chennai,Malayalam,715221,Indira Gandhi International Airport,33314,Summer,Summer,11.64,3,51.39,89.82,13.48,57.37,155,3,Moderate,true,false,true,27,7371,119,false,2,18.7,2283,8,4,4,Diwali,Vada Pav,67,false,9,13963758,false,4,1,false,29,5,true,true,August
DST1969,Place_969,Assam,North,Heritage,Food,Mumbai,Marathi,145957,Pune Airport,24500,Winter,Summer,4.37,7,82.45,69.43,11.85,39.42,299,1,Difficult,true,false,true,12,2222,182,false,3,17.7,2059.9,6,5,7,Holi,Biryani,72,false,7,16023324,false,3,5,false,81,1,false,false,March
DST1970,Place_970,Assam,South,Heritage,Temples,Bengaluru,Bengali,969296,Lokpriya Gopinath Bordoloi International Airport,35693,Summer,Monsoon,10.58,13,86.18,72.9,25.61,49.79,346,1,Moderate,true,false,false,54,8931,74,true,1,12.2,1323,7,6,9,Onam,Biryani,44,true,3,12149087,false,2,5,false,55,5,false,false,May
DST1971,Place_971,Assam,South,Hill Station,Culture,Mumbai,Malayalam,930171,Chhatrapati Shivaji Maharaj International Airport,29018,Summer,Monsoon,5.13,6,75.01,92.15,22.83,18.42,422,2,Difficult,false,true,false,20,4510,13,true,3,19.9,190.4,4,9,7,Pongal,Biryani,58,true,3,32345337,true,3,4,true,97,1,true,false,May
DST1972,Place_972,Assam,East,Urban,Wildlife,Guwahati,Tamil,400877,Chaudhary Charan Singh International Airport,20567,Monsoon,Summer,1.13,7,41.5,91.44,30.72,42.71,425,1,Moderate,true,true,false,93,4533,198,false,1,30.6,2497,8,9,6,Holi,Dosa,37,false,3,13984944,true,3,2,false,10,5,true,true,December
DST1973,Place_973,Goa,East,Urban,Scenery,Bengaluru,Bengali,669677,Sardar Vallabhbhai Patel International Airport,26978,Winter,Winter,9.87,2,79.31,65.62,15.78,46.65,41,1,Easy,false,false,false,47,4116,70,false,5,11.8,2596.3,2,9,3,Durga Puja,Biryani,64,true,7,23704281,false,5,3,false,67,3,false,true,May
DST1974,Place_974,Goa,Central,Hill Station,Temples,Guwahati,Malayalam,260787,Chennai International Airport,11553,Winter,Winter,2.59,11,66.6,89.02,21.13,12.08,315,3,Moderate,true,false,true,87,6555,180,false,2,18.2,1497.2,9,8,6,Bihu,Vada Pav,18,true,6,13649996,false,1,1,false,76,4,true,true,January
DST1975,Place_975,Himachal Pradesh,South,Urban,Wildlife,Hyderabad,Marathi,794476,Lokpriya Gopinath Bordoloi International Airport,10630,Winter,Summer,10.23,8,77.91,70.42,28.81,14.86,125,4,Easy,true,true,true,86,2568,114,false,5,13.3,1970.2,4,5,8,Bihu,Rogan Josh,84,true,9,41288014,true,5,1,true,84,4,false,true,October
DST1976,Place_976,Kerala,Northeast,Beach,Wildlife,Ahmedabad,Marathi,943354,Netaji Subhas Chandra Bose International Airport,13003,Summer,Monsoon,13.96,9,61.87,79.03,38.71,49.08,312,2,Easy,false,true,true,50,1407,156,true,1,22.1,1485.2,1,5,8,Eid,Vada Pav,54,true,8,49991745,false,5,2,false,51,2,false,false,October
DST1977,Place_977,Tamil Nadu,South,Urban,Food,Cochin,Malayalam,549467,Pune Airport,42444,Monsoon,Winter,14.57,8,42.06,60.18,17.21,32,76,4,Easy,true,true,false,53,2108,95,true,1,12.8,958.9,2,4,4,Diwali,Rogan Josh,36,false,4,7226160,true,3,4,true,52,4,false,false,March
DST1978,Place_978,Tamil Nadu,East,Urban,Scenery,Indore,Marathi,117580,Rajiv Gandhi International Airport,21648,Winter,Monsoon,4.3,10,74.09,94.95,15.44,30.28,95,4,Difficult,false,true,true,19,3903,109,true,5,32.4,1666.9,8,7,5,Eid,Idli,41,true,2,36724735,false,1,1,false,12,5,false,true,May
DST1979,Place_979,Assam,Northeast,Hill Station,Temples,Cochin,Malayalam,478044,Netaji Subhas Chandra Bose International Airport,32607,Monsoon,Winter,12.33,2,62.21,86.64,20.73,56.02,262,3,Easy,true,false,true,53,7172,138,false,5,37.8,2096.9,9,4,4,Navratri,Kebabs,50,false,4,30587486,true,5,3,true,30,2,true,false,May
DST1980,Place_980,Himachal Pradesh,North,Wildlife,Food,Chennai,Malayalam,494039,Raja Bhoj Airport,38666,Monsoon,Monsoon,5.95,11,83.7,68.46,30.34,59.6,306,1,Easy,false,false,false,25,2071,156,true,5,15.8,548.2,5,5,2,Bihu,Idli,30,false,7,46041216,false,2,2,false,78,2,false,false,May
DST1981,Place_981,Rajasthan,North,Urban,Food,Chennai,Marathi,359073,Goa International Airport,25821,Summer,Winter,13.61,10,76.91,83.93,38.65,48.22,224,2,Easy,false,false,true,79,4217,60,false,2,17.5,1639.1,4,9,5,Durga Puja,Momos,85,false,4,26378510,true,1,5,false,74,3,false,true,December
DST1982,Place_982,Kerala,West,Urban,Culture,Guwahati,Hindi,323080,Kempegowda International Airport,15601,Winter,Monsoon,12.02,12,57.98,70.27,23.78,49.63,110,5,Difficult,false,true,false,97,9538,73,false,2,14.8,2350.3,10,7,1,Holi,Pav Bhaji,16,true,7,43825909,false,5,3,false,87,3,true,true,May
DST1983,Place_983,Himachal Pradesh,East,Wildlife,Wildlife,Mumbai,Tamil,893516,Sardar Vallabhbhai Patel International Airport,46904,Monsoon,Monsoon,2.03,12,76.2,63.13,33.44,20.42,237,4,Moderate,false,false,true,10,7430,72,true,1,15.6,1479.2,7,9,2,Ganesh Chaturthi,Dosa,31,false,9,9264308,true,3,4,false,77,3,false,false,August
DST1984,Place_984,Kerala,West,Hill Station,Temples,Pune,Bengali,440135,Indira Gandhi International Airport,48346,Winter,Monsoon,6.7,14,64.76,74.89,21.25,19.61,204,4,Difficult,true,true,false,59,4355,38,false,4,19.3,555,2,8,7,Navratri,Vada Pav,63,false,8,9959315,true,2,4,true,28,5,true,false,March
DST1985,Place_985,Kerala,Northeast,Wildlife,Temples,Guwahati,Tamil,503823,Cochin International Airport,7121,Winter,Summer,5.72,4,49.97,81.48,6.39,59.03,287,3,Difficult,false,false,true,87,8143,156,false,5,18.4,2622.2,7,3,5,Durga Puja,Vada Pav,76,true,6,45926131,false,1,2,true,56,5,true,false,August
DST1986,Place_986,Kerala,East,Hill Station,Temples,Hyderabad,Bengali,706743,Pune Airport,39557,Winter,Monsoon,11.99,3,60.99,63.14,36.3,44.75,262,4,Moderate,true,false,false,84,4634,52,true,3,21.6,2054.2,9,3,10,Lohri,Pav Bhaji,85,true,8,46927750,true,2,5,true,29,5,true,false,January
DST1987,Place_987,Himachal Pradesh,Central,Beach,Food,Lucknow,Bengali,474684,Lokpriya Gopinath Bordoloi International Airport,17310,Monsoon,Summer,6.74,7,51.13,78.14,15.15,44.34,75,4,Moderate,true,true,false,80,6658,79,false,3,25.7,1934.3,2,2,8,Lohri,Dosa,67,true,7,3950314,true,4,5,true,16,4,true,false,December
DST1988,Place_988,Assam,South,Hill Station,Culture,Chennai,Tamil,476684,Sardar Vallabhbhai Patel International Airport,23098,Summer,Summer,10.58,12,40.25,78.02,9.85,24.31,423,4,Easy,true,true,false,19,1376,48,false,3,31.8,1989.8,8,3,6,Diwali,Kebabs,86,false,6,31873355,true,5,2,false,69,1,true,false,March
DST1989,Place_989,Tamil Nadu,Central,Beach,Scenery,Delhi,Malayalam,877585,Cochin International Airport,46902,Summer,Monsoon,9.43,6,52.34,82,39.87,54.32,142,3,Easy,false,false,false,15,4451,32,true,5,36.5,810.7,6,10,8,Bihu,Dosa,95,false,3,2121484,false,3,2,false,57,3,false,false,May
DST1990,Place_990,Tamil Nadu,Northeast,Beach,Food,Indore,Marathi,767329,Cochin International Airport,24531,Monsoon,Summer,14.66,5,50.48,68.56,17.16,12.22,314,1,Moderate,false,false,false,43,2851,10,false,4,23.8,1527.7,6,3,2,Durga Puja,Pav Bhaji,73,true,5,6715946,true,4,2,false,18,2,true,true,May
DST1991,Place_991,Assam,East,Hill Station,Scenery,Cochin,Hindi,903765,Pune Airport,40253,Winter,Summer,14.13,5,40.22,60.72,9.78,23.73,368,4,Moderate,false,false,true,78,9955,70,false,4,37.3,1045.4,4,3,8,Eid,Idli,51,true,4,9537221,true,3,5,true,43,2,false,true,August
DST1992,Place_992,Kerala,Northeast,Heritage,Culture,Guwahati,Hindi,570452,Indira Gandhi International Airport,10980,Winter,Summer,6.99,9,79.2,71.37,15.9,19.01,84,2,Difficult,false,true,true,55,5840,34,true,2,30.4,2517.2,9,6,9,Durga Puja,Idli,62,true,5,1126468,false,5,4,true,51,2,true,false,October
DST1993,Place_993,Rajasthan,South,Hill Station,Wildlife,Mumbai,Hindi,489326,Kempegowda International Airport,37393,Summer,Winter,11.13,11,43.85,73.95,22.98,45.55,395,4,Difficult,true,true,true,41,5152,141,false,4,31.9,1807.4,8,9,8,Pongal,Biryani,37,true,9,29008253,false,4,4,true,22,1,true,false,August
